sys_name	syn	std_name
YNL279W	PRM1	PRM1
YNL279W	YNL279W	PRM1
YNL280C	ERG24	ERG24
YNL280C	YNL280C	ERG24
YNL281W	HCH1	HCH1
YNL281W	YNL281W	HCH1
YNL282W	POP3	POP3
YNL282W	YNL282W	POP3
YNL283C	WSC2	WSC2
YNL283C	YNL283C	WSC2
YNL284C	MRPL10	MRPL10
YNL284C	YNL284C	MRPL10
YNL285W	YNL285W	NA
YNL286W	CUS2	CUS2
YNL286W	YNL286W	CUS2
YNL287W	SEC21	SEC21
YNL287W	YNL287W	SEC21
YNL288W	CAF40	CAF40
YNL288W	YNL288W	CAF40
YNL289W	PCL1	PCL1
YNL289W	YNL289W	PCL1
YNL290W	RFC3	RFC3
YNL290W	YNL290W	RFC3
YNL291C	MID1	MID1
YNL291C	YNL291C	MID1
YNL292W	PUS4	PUS4
YNL292W	YNL292W	PUS4
YNL293W	MSB3	MSB3
YNL293W	YNL293W	MSB3
YNL294C	RIM21	RIM21
YNL294C	YNL294C	RIM21
YNL295W	MRX6	MRX6
YNL295W	YNL295W	MRX6
YNL296W	YNL296W	NA
YNL297C	MON2	MON2
YNL297C	YNL297C	MON2
YNL298W	CLA4	CLA4
YNL298W	YNL298W	CLA4
YNL299W	TRF5	TRF5
YNL299W	YNL299W	TRF5
YNL300W	TOS6	TOS6
YNL300W	YNL300W	TOS6
YNL301C	RPL18B	RPL18B
YNL301C	YNL301C	RPL18B
YNL302C	RPS19B	RPS19B
YNL302C	YNL302C	RPS19B
YNL303W	YNL303W	NA
YNL304W	YNL304W	YPT11
YNL304W	YPT11	YPT11
YNL305C	BXI1	BXI1
YNL305C	YNL305C	BXI1
YNL306W	MRPS18	MRPS18
YNL306W	YNL306W	MRPS18
YNL307C	MCK1	MCK1
YNL307C	YNL307C	MCK1
YNL308C	KRI1	KRI1
YNL308C	YNL308C	KRI1
YNL309W	STB1	STB1
YNL309W	YNL309W	STB1
YNL310C	YNL310C	ZIM17
YNL310C	ZIM17	ZIM17
YNL311C	SKP2	SKP2
YNL311C	YNL311C	SKP2
YNL312W	RFA2	RFA2
YNL312W	YNL312W	RFA2
YNL313C	EMW1	EMW1
YNL313C	YNL313C	EMW1
YNL314W	DAL82	DAL82
YNL314W	YNL314W	DAL82
YNL315C	ATP11	ATP11
YNL315C	YNL315C	ATP11
YNL316C	PHA2	PHA2
YNL316C	YNL316C	PHA2
YNL317W	PFS2	PFS2
YNL317W	YNL317W	PFS2
YNL318C	HXT14	HXT14
YNL318C	YNL318C	HXT14
YNL319W	YNL319W	NA
YNL320W	YNL320W	NA
YNL321W	VNX1	VNX1
YNL321W	YNL321W	VNX1
YNL322C	KRE1	KRE1
YNL322C	YNL322C	KRE1
YNL323W	LEM3	LEM3
YNL323W	YNL323W	LEM3
YNL324W	YNL324W	NA
YNL325C	FIG4	FIG4
YNL325C	YNL325C	FIG4
YNL326C	PFA3	PFA3
YNL326C	YNL326C	PFA3
YNL327W	EGT2	EGT2
YNL327W	YNL327W	EGT2
YNL328C	MDJ2	MDJ2
YNL328C	YNL328C	MDJ2
YNL329C	PEX6	PEX6
YNL329C	YNL329C	PEX6
YNL330C	RPD3	RPD3
YNL330C	YNL330C	RPD3
YNL331C	AAD14	AAD14
YNL331C	YNL331C	AAD14
YNL332W	THI12	THI12
YNL332W	YNL332W	THI12
YNL333W	SNZ2	SNZ2
YNL333W	YNL333W	SNZ2
YNL334C	SNO2	SNO2
YNL334C	YNL334C	SNO2
YNL335W	DDI2	DDI2
YNL335W	YNL335W	DDI2
YNL336W	COS1	COS1
YNL336W	YNL336W	COS1
YNL338W	YNL338W	NA
YNL339C	YNL339C	YRF1-6
YNL339C	YRF1-6	YRF1-6
YNR001C	CIT1	CIT1
YNR001C	YNR001C	CIT1
YNR002C	ATO2	ATO2
YNR002C	YNR002C	ATO2
YNR003C	RPC34	RPC34
YNR003C	YNR003C	RPC34
YNR004W	SWM2	SWM2
YNR004W	YNR004W	SWM2
YNR005C	YNR005C	NA
YNR006W	VPS27	VPS27
YNR006W	YNR006W	VPS27
YNR007C	ATG3	ATG3
YNR007C	YNR007C	ATG3
YNR008W	LRO1	LRO1
YNR008W	YNR008W	LRO1
YNR009W	NRM1	NRM1
YNR009W	YNR009W	NRM1
YNR010W	CSE2	CSE2
YNR010W	YNR010W	CSE2
YNR011C	PRP2	PRP2
YNR011C	YNR011C	PRP2
YNR012W	URK1	URK1
YNR012W	YNR012W	URK1
YNR013C	PHO91	PHO91
YNR013C	YNR013C	PHO91
YNR014W	YNR014W	NA
YNR015W	SMM1	SMM1
YNR015W	YNR015W	SMM1
YNR016C	ACC1	ACC1
YNR016C	YNR016C	ACC1
YNR017W	TIM23	TIM23
YNR017W	YNR017W	TIM23
YNR018W	RCF2	RCF2
YNR018W	YNR018W	RCF2
YNR019W	ARE2	ARE2
YNR019W	YNR019W	ARE2
YNR020C	ATP23	ATP23
YNR020C	YNR020C	ATP23
YNR021W	YNR021W	NA
YNR022C	MRPL50	MRPL50
YNR022C	YNR022C	MRPL50
YNR023W	SNF12	SNF12
YNR023W	YNR023W	SNF12
YNR024W	MPP6	MPP6
YNR024W	YNR024W	MPP6
YNR025C	YNR025C	NA
YNR026C	SEC12	SEC12
YNR026C	YNR026C	SEC12
YNR027W	BUD17	BUD17
YNR027W	YNR027W	BUD17
YNR028W	CPR8	CPR8
YNR028W	YNR028W	CPR8
YNR029C	YNR029C	ZNG1
YNR029C	ZNG1	ZNG1
YNR030W	ALG12	ALG12
YNR030W	YNR030W	ALG12
YNR031C	SSK2	SSK2
YNR031C	YNR031C	SSK2
YNR032W	PPG1	PPG1
YNR032W	YNR032W	PPG1
YNR033W	ABZ1	ABZ1
YNR033W	YNR033W	ABZ1
YNR034W	SOL1	SOL1
YNR034W	YNR034W	SOL1
YNR035C	ARC35	ARC35
YNR035C	YNR035C	ARC35
YNR036C	MRPS12	MRPS12
YNR036C	YNR036C	MRPS12
YNR037C	RSM19	RSM19
YNR037C	YNR037C	RSM19
YNR038W	DBP6	DBP6
YNR038W	YNR038W	DBP6
YNR039C	YNR039C	ZRG17
YNR039C	ZRG17	ZRG17
YNR040W	MRX15	MRX15
YNR040W	YNR040W	MRX15
YNR041C	COQ2	COQ2
YNR041C	YNR041C	COQ2
YNR042W	YNR042W	NA
YNR043W	MVD1	MVD1
YNR043W	YNR043W	MVD1
YNR044W	AGA1	AGA1
YNR044W	YNR044W	AGA1
YNR045W	PET494	PET494
YNR045W	YNR045W	PET494
YNR046W	TRM112	TRM112
YNR046W	YNR046W	TRM112
YNR047W	FPK1	FPK1
YNR047W	YNR047W	FPK1
YNR048W	YNR048W	NA
YNR049C	MSO1	MSO1
YNR049C	YNR049C	MSO1
YNR050C	LYS9	LYS9
YNR050C	YNR050C	LYS9
YNR051C	BRE5	BRE5
YNR051C	YNR051C	BRE5
YNR052C	POP2	POP2
YNR052C	YNR052C	POP2
YNR053C	NOG2	NOG2
YNR053C	YNR053C	NOG2
YNR054C	ESF2	ESF2
YNR054C	YNR054C	ESF2
YNR055C	HOL1	HOL1
YNR055C	YNR055C	HOL1
YNR056C	BIO5	BIO5
YNR056C	YNR056C	BIO5
YNR057C	BIO4	BIO4
YNR057C	YNR057C	BIO4
YNR058W	BIO3	BIO3
YNR058W	YNR058W	BIO3
YNR059W	MNT4	MNT4
YNR059W	YNR059W	MNT4
YNR060W	FRE4	FRE4
YNR060W	YNR060W	FRE4
YNR061C	YNR061C	NA
YNR062C	PUL3	PUL3
YNR062C	YNR062C	PUL3
YNR063W	PUL4	PUL4
YNR063W	YNR063W	PUL4
YNR064C	YNR064C	NA
YNR065C	YNR065C	NA
YNR066C	YNR066C	NA
YNR067C	DSE4	DSE4
YNR067C	YNR067C	DSE4
YNR068C	YNR068C	NA
YNR069C	BSC5	BSC5
YNR069C	YNR069C	BSC5
YNR070W	PDR18	PDR18
YNR070W	YNR070W	PDR18
YNR071C	YNR071C	NA
YNR072W	HXT17	HXT17
YNR072W	YNR072W	HXT17
YNR073C	MAN2	MAN2
YNR073C	YNR073C	MAN2
YNR074C	AIF1	AIF1
YNR074C	YNR074C	AIF1
YNR075W	COS10	COS10
YNR075W	YNR075W	COS10
YNR076W	PAU6	PAU6
YOL001W	PHO80	PHO80
YOL001W	YOL001W	PHO80
YOL002C	IZH2	IZH2
YOL002C	YOL002C	IZH2
YOL003C	PFA4	PFA4
YOL003C	YOL003C	PFA4
YOL004W	SIN3	SIN3
YOL004W	YOL004W	SIN3
YOL005C	RPB11	RPB11
YOL005C	YOL005C	RPB11
YOL006C	TOP1	TOP1
YOL006C	YOL006C	TOP1
YOL007C	CSI2	CSI2
YOL007C	YOL007C	CSI2
YOL008W	COQ10	COQ10
YOL008W	YOL008W	COQ10
YOL009C	MDM12	MDM12
YOL009C	YOL009C	MDM12
YOL010W	RCL1	RCL1
YOL010W	YOL010W	RCL1
YOL011W	PLB3	PLB3
YOL011W	YOL011W	PLB3
YOL012C	HTZ1	HTZ1
YOL012C	YOL012C	HTZ1
YOL013C	HRD1	HRD1
YOL013C	YOL013C	HRD1
YOL014W	YOL014W	NA
YOL015W	IRC10	IRC10
YOL015W	YOL015W	IRC10
YOL016C	CMK2	CMK2
YOL016C	YOL016C	CMK2
YOL017W	ESC8	ESC8
YOL017W	YOL017W	ESC8
YOL018C	TLG2	TLG2
YOL018C	YOL018C	TLG2
YOL019W	TOS7	TOS7
YOL019W	YOL019W	TOS7
YOL020W	TAT2	TAT2
YOL020W	YOL020W	TAT2
YOL021C	DIS3	DIS3
YOL021C	YOL021C	DIS3
YOL022C	TSR4	TSR4
YOL022C	YOL022C	TSR4
YOL023W	IFM1	IFM1
YOL023W	YOL023W	IFM1
YOL024W	YOL024W	NA
YOL025W	LAG2	LAG2
YOL025W	YOL025W	LAG2
YOL026C	MIM1	MIM1
YOL026C	YOL026C	MIM1
YOL027C	MDM38	MDM38
YOL027C	YOL027C	MDM38
YOL028C	YAP7	YAP7
YOL028C	YOL028C	YAP7
YOL029C	YOL029C	NA
YOL030W	GAS5	GAS5
YOL030W	YOL030W	GAS5
YOL031C	SIL1	SIL1
YOL031C	YOL031C	SIL1
YOL032W	OPI10	OPI10
YOL032W	YOL032W	OPI10
YOL033W	MSE1	MSE1
YOL033W	YOL033W	MSE1
YOL034W	SMC5	SMC5
YOL034W	YOL034W	SMC5
YOL035C	YOL035C	NA
YOL036W	YOL036W	NA
YOL037C	YOL037C	NA
YOL038W	PRE6	PRE6
YOL038W	YOL038W	PRE6
YOL039W	RPP2A	RPP2A
YOL039W	YOL039W	RPP2A
YOL040C	RPS15	RPS15
YOL040C	YOL040C	RPS15
YOL041C	NOP12	NOP12
YOL041C	YOL041C	NOP12
YOL042W	NGL1	NGL1
YOL042W	YOL042W	NGL1
YOL043C	NTG2	NTG2
YOL043C	YOL043C	NTG2
YOL044W	PEX15	PEX15
YOL044W	YOL044W	PEX15
YOL045W	PSK2	PSK2
YOL045W	YOL045W	PSK2
YOL046C	YOL046C	NA
YOL047C	LDS2	LDS2
YOL047C	YOL047C	LDS2
YOL048C	RRT8	RRT8
YOL048C	YOL048C	RRT8
YOL049W	GSH2	GSH2
YOL049W	YOL049W	GSH2
YOL050C	YOL050C	NA
YOL051W	GAL11	GAL11
YOL051W	YOL051W	GAL11
YOL052C	SPE2	SPE2
YOL052C	YOL052C	SPE2
YOL052C-A	DDR2	DDR2
YOL052C-A	YOL052C-A	DDR2
YOL052C-A	YOL053C-A	DDR2
YOL053W	AIM39	AIM39
YOL053W	YOL053W	AIM39
YOL054W	PSH1	PSH1
YOL054W	YOL054W	PSH1
YOL055C	THI20	THI20
YOL055C	YOL055C	THI20
YOL056W	GPM3	GPM3
YOL056W	YOL056W	GPM3
YOL057W	YOL057W	NA
YOL058W	ARG1	ARG1
YOL058W	YOL058W	ARG1
YOL059W	GPD2	GPD2
YOL059W	YOL059W	GPD2
YOL060C	MAM3	MAM3
YOL060C	YOL060C	MAM3
YOL061W	PRS5	PRS5
YOL061W	YOL061W	PRS5
YOL062C	APM4	APM4
YOL062C	YOL062C	APM4
YOL063C	CRT10	CRT10
YOL063C	YOL063C	CRT10
YOL064C	MET22	MET22
YOL064C	YOL064C	MET22
YOL065C	INP54	INP54
YOL065C	YOL065C	INP54
YOL066C	RIB2	RIB2
YOL066C	YOL066C	RIB2
YOL067C	RTG1	RTG1
YOL067C	YOL067C	RTG1
YOL068C	HST1	HST1
YOL068C	YOL068C	HST1
YOL069W	NUF2	NUF2
YOL069W	YOL069W	NUF2
YOL070C	NBA1	NBA1
YOL070C	YOL070C	NBA1
YOL071W	SDH5	SDH5
YOL071W	YOL071W	SDH5
YOL072W	THP1	THP1
YOL072W	YOL072W	THP1
YOL073C	DSC2	DSC2
YOL073C	YOL073C	DSC2
YOL075C	YOL075C	NA
YOL076W	MDM20	MDM20
YOL076W	YOL076W	MDM20
YOL077C	BRX1	BRX1
YOL077C	YOL077C	BRX1
YOL078W	AVO1	AVO1
YOL078W	YOL078W	AVO1
YOL079W	YOL079W	NA
YOL080C	REX4	REX4
YOL080C	YOL080C	REX4
YOL081W	IRA2	IRA2
YOL081W	YOL081W	IRA2
YOL082W	ATG19	ATG19
YOL082W	YOL082W	ATG19
YOL083W	ATG34	ATG34
YOL083W	YOL083W	ATG34
YOL084W	PHM7	PHM7
YOL084W	YOL084W	PHM7
YOL085C	YOL085C	NA
YOL086C	ADH1	ADH1
YOL086C	YOL086C	ADH1
YOL087C	DUF1	DUF1
YOL087C	YOL087C	DUF1
YOL088C	MPD2	MPD2
YOL088C	YOL088C	MPD2
YOL089C	HAL9	HAL9
YOL089C	YOL089C	HAL9
YOL090W	MSH2	MSH2
YOL090W	YOL090W	MSH2
YOL091W	SPO21	SPO21
YOL091W	YOL091W	SPO21
YOL092W	YOL092W	YPQ1
YOL092W	YPQ1	YPQ1
YOL093W	TRM10	TRM10
YOL093W	YOL093W	TRM10
YOL094C	RFC4	RFC4
YOL094C	YOL094C	RFC4
YOL095C	HMI1	HMI1
YOL095C	YOL095C	HMI1
YOL096C	COQ3	COQ3
YOL096C	YOL096C	COQ3
YOL097C	WRS1	WRS1
YOL097C	YOL097C	WRS1
YOL098C	SDD3	SDD3
YOL098C	YOL098C	SDD3
YOL099C	YOL099C	NA
YOL100W	PKH2	PKH2
YOL100W	YOL100W	PKH2
YOL101C	IZH4	IZH4
YOL101C	YOL101C	IZH4
YOL102C	TPT1	TPT1
YOL102C	YOL102C	TPT1
YOL103W	ITR2	ITR2
YOL103W	YOL103W	ITR2
YOL104C	NDJ1	NDJ1
YOL104C	YOL104C	NDJ1
YOL105C	WSC3	WSC3
YOL105C	YOL105C	WSC3
YOL106W	YOL106W	NA
YOL107W	YOL107W	NA
YOL108C	INO4	INO4
YOL108C	YOL108C	INO4
YOL109W	YOL109W	ZEO1
YOL109W	ZEO1	ZEO1
YOL110W	SHR5	SHR5
YOL110W	YOL110W	SHR5
YOL111C	MDY2	MDY2
YOL111C	YOL111C	MDY2
YOL112W	MSB4	MSB4
YOL112W	YOL112W	MSB4
YOL113W	SKM1	SKM1
YOL113W	YOL113W	SKM1
YOL114C	PTH4	PTH4
YOL114C	YOL114C	PTH4
YOL115W	PAP2	PAP2
YOL115W	YOL115W	PAP2
YOL116W	MSN1	MSN1
YOL116W	YOL116W	MSN1
YOL117W	RRI2	RRI2
YOL117W	YOL117W	RRI2
YOL118C	YOL118C	NA
YOL119C	MCH4	MCH4
YOL119C	YOL119C	MCH4
YOL120C	RPL18A	RPL18A
YOL120C	YOL120C	RPL18A
YOL121C	RPS19A	RPS19A
YOL121C	YOL121C	RPS19A
YOL122C	SMF1	SMF1
YOL122C	YOL122C	SMF1
YOL123W	HRP1	HRP1
YOL123W	YOL123W	HRP1
YOL124C	TRM11	TRM11
YOL124C	YOL124C	TRM11
YOL125W	TRM13	TRM13
YOL125W	YOL125W	TRM13
YOL126C	MDH2	MDH2
YOL126C	YOL126C	MDH2
YOL127W	RPL25	RPL25
YOL127W	YOL127W	RPL25
YOL128C	YGK3	YGK3
YOL128C	YOL128C	YGK3
YOL129W	VPS68	VPS68
YOL129W	YOL129W	VPS68
YOL130W	ALR1	ALR1
YOL130W	YOL130W	ALR1
YOL131W	YOL131W	NA
YOL132W	GAS4	GAS4
YOL132W	YOL132W	GAS4
YOL133W	HRT1	HRT1
YOL133W	YOL133W	HRT1
YOL134C	YOL134C	NA
YOL135C	MED7	MED7
YOL135C	YOL135C	MED7
YOL136C	PFK27	PFK27
YOL136C	YOL136C	PFK27
YOL137W	BSC6	BSC6
YOL137W	YOL137W	BSC6
YOL138C	RTC1	RTC1
YOL138C	YOL138C	RTC1
YOL139C	CDC33	CDC33
YOL139C	YOL139C	CDC33
YOL140W	ARG8	ARG8
YOL140W	YOL140W	ARG8
YOL141W	PPM2	PPM2
YOL141W	YOL141W	PPM2
YOL142W	RRP40	RRP40
YOL142W	YOL142W	RRP40
YOL143C	RIB4	RIB4
YOL143C	YOL143C	RIB4
YOL144W	NOP8	NOP8
YOL144W	YOL144W	NOP8
YOL145C	CTR9	CTR9
YOL145C	YOL145C	CTR9
YOL146W	PSF3	PSF3
YOL146W	YOL146W	PSF3
YOL147C	PEX11	PEX11
YOL147C	YOL147C	PEX11
YOL148C	SPT20	SPT20
YOL148C	YOL148C	SPT20
YOL149W	DCP1	DCP1
YOL149W	YOL149W	DCP1
YOL150C	YOL150C	NA
YOL151W	GRE2	GRE2
YOL151W	YOL151W	GRE2
YOL152W	FRE7	FRE7
YOL152W	YOL152W	FRE7
YOL153C	YOL153C	NA
YOL154W	YOL154W	ZPS1
YOL154W	ZPS1	ZPS1
YOL155C	HPF1	HPF1
YOL155C	YOL155C	HPF1
YOL156W	HXT11	HXT11
YOL157C	IMA2	IMA2
YOL158C	ENB1	ENB1
YOL158C	YOL158C	ENB1
YOL159C	CSS3	CSS3
YOL159C	YOL159C	CSS3
YOL160W	YOL160W	NA
YOL161C	PAU20	PAU20
YOL162W	YOL162W	NA
YOL163W	YOL163W	NA
YOL164W	BDS1	BDS1
YOL164W	YOL164W	BDS1
YOL165C	AAD15	AAD15
YOL166C	YOL166C	NA
YOR001W	RRP6	RRP6
YOR001W	YOR001W	RRP6
YOR002W	ALG6	ALG6
YOR002W	YOR002W	ALG6
YOR003W	YOR003W	YSP3
YOR003W	YSP3	YSP3
YOR004W	UTP23	UTP23
YOR004W	YOR004W	UTP23
YOR005C	DNL4	DNL4
YOR005C	YOR005C	DNL4
YOR006C	TSR3	TSR3
YOR006C	YOR006C	TSR3
YOR007C	SGT2	SGT2
YOR007C	YOR007C	SGT2
YOR008C	SLG1	SLG1
YOR008C	YOR008C	SLG1
YOR009W	TIR4	TIR4
YOR009W	YOR009W	TIR4
YOR010C	TIR2	TIR2
YOR010C	YOR010C	TIR2
YOR011W	AUS1	AUS1
YOR011W	YOR011W	AUS1
YOR012W	YOR012W	NA
YOR013W	IRC11	IRC11
YOR013W	YOR013W	IRC11
YOR014W	RTS1	RTS1
YOR014W	YOR014W	RTS1
YOR015W	YOR015W	NA
YOR016C	ERP4	ERP4
YOR016C	YOR016C	ERP4
YOR017W	PET127	PET127
YOR017W	YOR017W	PET127
YOR018W	ROD1	ROD1
YOR018W	YOR018W	ROD1
YOR019W	YOR019W	NA
YOR020C	HSP10	HSP10
YOR020C	YOR020C	HSP10
YOR021C	SFM1	SFM1
YOR021C	YOR021C	SFM1
YOR022C	DDL1	DDL1
YOR022C	YOR022C	DDL1
YOR023C	AHC1	AHC1
YOR023C	YOR023C	AHC1
YOR024W	YOR024W	NA
YOR025W	HST3	HST3
YOR025W	YOR025W	HST3
YOR026W	BUB3	BUB3
YOR026W	YOR026W	BUB3
YOR027W	STI1	STI1
YOR027W	YOR027W	STI1
YOR028C	CIN5	CIN5
YOR028C	YOR028C	CIN5
YOR029W	YOR029W	NA
YOR030W	DFG16	DFG16
YOR030W	YOR030W	DFG16
YOR031W	YOR031W	CRS5
YOR032C	HMS1	HMS1
YOR032C	YOR032C	HMS1
YOR033C	EXO1	EXO1
YOR033C	YOR033C	EXO1
YOR034C	AKR2	AKR2
YOR034C	YOR034C	AKR2
YOR035C	SHE4	SHE4
YOR035C	YOR035C	SHE4
YOR036W	PEP12	PEP12
YOR036W	YOR036W	PEP12
YOR037W	CYC2	CYC2
YOR037W	YOR037W	CYC2
YOR038C	HIR2	HIR2
YOR038C	YOR038C	HIR2
YOR039W	CKB2	CKB2
YOR039W	YOR039W	CKB2
YOR040W	GLO4	GLO4
YOR040W	YOR040W	GLO4
YOR041C	YOR041C	NA
YOR042W	CUE5	CUE5
YOR042W	YOR042W	CUE5
YOR043W	WHI2	WHI2
YOR043W	YOR043W	WHI2
YOR044W	IRC23	IRC23
YOR044W	YOR044W	IRC23
YOR045W	TOM6	TOM6
YOR045W	YOR045W	TOM6
YOR046C	DBP5	DBP5
YOR046C	YOR046C	DBP5
YOR047C	STD1	STD1
YOR047C	YOR047C	STD1
YOR048C	RAT1	RAT1
YOR048C	YOR048C	RAT1
YOR049C	RSB1	RSB1
YOR049C	YOR049C	RSB1
YOR050C	YOR050C	NA
YOR051C	ETT1	ETT1
YOR051C	YOR051C	ETT1
YOR052C	TMC1	TMC1
YOR052C	YOR052C	TMC1
YOR053W	YOR053W	NA
YOR054C	VHS3	VHS3
YOR054C	YOR054C	VHS3
YOR055W	YOR055W	NA
YOR056C	NOB1	NOB1
YOR056C	YOR056C	NOB1
YOR057W	SGT1	SGT1
YOR057W	YOR057W	SGT1
YOR058C	ASE1	ASE1
YOR058C	YOR058C	ASE1
YOR059C	LPL1	LPL1
YOR059C	YOR059C	LPL1
YOR060C	SLD7	SLD7
YOR060C	YOR060C	SLD7
YOR061W	CKA2	CKA2
YOR061W	YOR061W	CKA2
YOR062C	YOR062C	NA
YOR063W	RPL3	RPL3
YOR063W	YOR063W	RPL3
YOR064C	YNG1	YNG1
YOR064C	YOR064C	YNG1
YOR065W	CYT1	CYT1
YOR065W	YOR065W	CYT1
YOR066W	MSA1	MSA1
YOR066W	YOR066W	MSA1
YOR067C	ALG8	ALG8
YOR067C	YOR067C	ALG8
YOR068C	VAM10	VAM10
YOR068C	YOR068C	VAM10
YOR069W	VPS5	VPS5
YOR069W	YOR069W	VPS5
YOR070C	GYP1	GYP1
YOR070C	YOR070C	GYP1
YOR071C	NRT1	NRT1
YOR071C	YOR071C	NRT1
YOR072W	YOR072W	NA
YOR073W	SGO1	SGO1
YOR073W	YOR073W	SGO1
YOR074C	CDC21	CDC21
YOR074C	YOR074C	CDC21
YOR075W	UFE1	UFE1
YOR075W	YOR075W	UFE1
YOR076C	SKI7	SKI7
YOR076C	YOR076C	SKI7
YOR077W	RTS2	RTS2
YOR077W	YOR077W	RTS2
YOR078W	BUD21	BUD21
YOR078W	YOR078W	BUD21
YOR079C	ATX2	ATX2
YOR079C	YOR079C	ATX2
YOR080W	DIA2	DIA2
YOR080W	YOR080W	DIA2
YOR081C	TGL5	TGL5
YOR081C	YOR081C	TGL5
YOR082C	YOR082C	NA
YOR083W	WHI5	WHI5
YOR083W	YOR083W	WHI5
YOR084W	LPX1	LPX1
YOR084W	YOR084W	LPX1
YOR085W	OST3	OST3
YOR085W	YOR085W	OST3
YOR086C	TCB1	TCB1
YOR086C	YOR086C	TCB1
YOR087W	YOR087W	YVC1
YOR087W	YVC1	YVC1
YOR088W	YOR088W	NA
YOR089C	VPS21	VPS21
YOR089C	YOR089C	VPS21
YOR090C	PTC5	PTC5
YOR090C	YOR090C	PTC5
YOR091W	TMA46	TMA46
YOR091W	YOR091W	TMA46
YOR092W	ECM3	ECM3
YOR092W	YOR092W	ECM3
YOR093C	CMR2	CMR2
YOR093C	YOR093C	CMR2
YOR094W	ARF3	ARF3
YOR094W	YOR094W	ARF3
YOR095C	RKI1	RKI1
YOR095C	YOR095C	RKI1
YOR096W	RPS7A	RPS7A
YOR096W	YOR096W	RPS7A
YOR097C	YOR097C	NA
YOR098C	NUP1	NUP1
YOR098C	YOR098C	NUP1
YOR099W	KTR1	KTR1
YOR099W	YOR099W	KTR1
YOR100C	CRC1	CRC1
YOR100C	YOR100C	CRC1
YOR101W	RAS1	RAS1
YOR101W	YOR101W	RAS1
YOR102W	YOR102W	NA
YOR103C	OST2	OST2
YOR103C	YOR103C	OST2
YOR104W	PIN2	PIN2
YOR104W	YOR104W	PIN2
YOR105W	YOR105W	NA
YOR106W	VAM3	VAM3
YOR106W	YOR106W	VAM3
YOR107W	RGS2	RGS2
YOR107W	YOR107W	RGS2
YOR108W	LEU9	LEU9
YOR108W	YOR108W	LEU9
YOR109W	INP53	INP53
YOR109W	YOR109W	INP53
YOR110W	TFC7	TFC7
YOR110W	YOR110W	TFC7
YOR111W	YOR111W	NA
YOR112W	CEX1	CEX1
YOR112W	YOR112W	CEX1
YOR113W	AZF1	AZF1
YOR113W	YOR113W	AZF1
YOR114W	DPI34	DPI34
YOR114W	YOR114W	DPI34
YOR115C	TRS33	TRS33
YOR115C	YOR115C	TRS33
YOR116C	RPO31	RPO31
YOR116C	YOR116C	RPO31
YOR117W	RPT5	RPT5
YOR117W	YOR117W	RPT5
YOR118W	RTC5	RTC5
YOR118W	YOR118W	RTC5
YOR119C	RIO1	RIO1
YOR119C	YOR119C	RIO1
YOR120W	GCY1	GCY1
YOR120W	YOR120W	GCY1
YOR121C	YOR121C	NA
YOR122C	PFY1	PFY1
YOR122C	YOR122C	PFY1
YOR123C	LEO1	LEO1
YOR123C	YOR123C	LEO1
YOR124C	UBP2	UBP2
YOR124C	YOR124C	UBP2
YOR125C	CAT5	CAT5
YOR125C	YOR125C	CAT5
YOR126C	IAH1	IAH1
YOR126C	YOR126C	IAH1
YOR127W	RGA1	RGA1
YOR127W	YOR127W	RGA1
YOR128C	ADE2	ADE2
YOR128C	YOR128C	ADE2
YOR129C	AFI1	AFI1
YOR129C	YOR129C	AFI1
YOR130C	ORT1	ORT1
YOR130C	YOR130C	ORT1
YOR131C	YOR131C	NA
YOR132W	VPS17	VPS17
YOR132W	YOR132W	VPS17
YOR133W	EFT1	EFT1
YOR133W	YOR133W	EFT1
YOR134W	BAG7	BAG7
YOR134W	YOR134W	BAG7
YOR135C	IRC14	IRC14
YOR135C	YOR135C	IRC14
YOR136W	IDH2	IDH2
YOR136W	YOR136W	IDH2
YOR137C	SIA1	SIA1
YOR137C	YOR137C	SIA1
YOR138C	RUP1	RUP1
YOR138C	YOR138C	RUP1
YOR139C	YOR139C	NA
YOR140W	SFL1	SFL1
YOR140W	YOR140W	SFL1
YOR141C	ARP8	ARP8
YOR141C	YOR141C	ARP8
YOR142W	LSC1	LSC1
YOR142W	YOR142W	LSC1
YOR143C	THI80	THI80
YOR143C	YOR143C	THI80
YOR144C	ELG1	ELG1
YOR144C	YOR144C	ELG1
YOR145C	PNO1	PNO1
YOR145C	YOR145C	PNO1
YOR146W	YOR146W	NA
YOR147W	MDM32	MDM32
YOR147W	YOR147W	MDM32
YOR148C	SPP2	SPP2
YOR148C	YOR148C	SPP2
YOR149C	SMP3	SMP3
YOR149C	YOR149C	SMP3
YOR150W	MRPL23	MRPL23
YOR150W	YOR150W	MRPL23
YOR151C	RPB2	RPB2
YOR151C	YOR151C	RPB2
YOR152C	ATG40	ATG40
YOR152C	YOR152C	ATG40
YOR153W	PDR5	PDR5
YOR153W	YOR153W	PDR5
YOR154W	SLP1	SLP1
YOR154W	YOR154W	SLP1
YOR155C	ISN1	ISN1
YOR155C	YOR155C	ISN1
YOR156C	NFI1	NFI1
YOR156C	YOR156C	NFI1
YOR157C	PUP1	PUP1
YOR157C	YOR157C	PUP1
YOR158W	PET123	PET123
YOR158W	YOR158W	PET123
YOR159C	SME1	SME1
YOR159C	YOR159C	SME1
YOR160W	MTR10	MTR10
